DATUM OD;DATUM DO;NAZEV;MESTO;TYP;KATEGORIE;DISCIPLINY;PORADATEL;KLUB;KLUB CISLO;REGISTRACE DO;URL
11.05.2024;11.05.2024;Memori‡l M. Hamerleho;Praha 9 Hloubìt’n;2. kategorie;Muìi, ìeny;VP 15+15;;;121;09.05.2024;https://shooting.cz/cs/souteze/2024-04-20-aprilova-sportka-1
11.05.2024;11.05.2024;O poh‡r starosty obce Brniätì - 2. ro‹n’k;Brniätì ;2. kategorie;Muìi, ìeny, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;;;10;11.05.2024;https://shooting.cz/cs/souteze/2024-05-11-o-pohar-starosty-obce-brniste-2-rocnik-1
11.05.2024;11.05.2024;VC Dvorù;Dvory;2. kategorie;;SP 30+30;;;37;;https://shooting.cz/cs/souteze/2024-05-11-vc-dvoru
11.05.2024;11.05.2024;VC SSK äKODA - dvojz‡vod;Vrchlab’;2. kategorie, Pi;Muìi;VP 30+30;;;95;11.05.2024;https://shooting.cz/cs/souteze/2024-05-11-vc-ssk-skoda-dvojzavod
11.05.2024;12.05.2024;Velk‡ cena Medvìdù 6.ro‹n’k;Podìbrady;2. kategorie;;SM 3x20, SM 60, LM 3x20, LM 60;SSK DDM Kol’n ‹. 0045;;45;;https://shooting.cz/cs/souteze/2024-05-11-velka-cena-medvedu-6-rocnik-1
12.05.2024;12.05.2024;Chocholouäsk‡ äedes‡tka;BystÞice nad Pernätejnem;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-05-12-chocholousska-sedesatka-1
12.05.2024;12.05.2024;M‡jov‡ cena - 32.ro‹n’k;Svitavy;2. kategorie;Muìi, ìeny;VzPi 60, VzPi 40;SV‰ Svitavy;;119;04.05.2024;https://shooting.cz/cs/souteze/2024-05-12-majova-cena-32-rocnik
15.05.2024;27.05.2024;European Championships Lonato;Lonato;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny, JunioÞi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-05-15-european-championships-lonato
17.05.2024;19.05.2024;Kontroln’ sledovanù z‡vod 2024 2.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-sledovany-zavod-2024-2-kolo
17.05.2024;19.05.2024;Kontroln’ z‡vod reprezentace 2024 2.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-zavod-reprezentace-2024-2-kolo
18.05.2024;18.05.2024;Velk‡ cena Chaloupek;Praha 9 Hloubìt’n;2. kategorie;Muìi, ìeny;SP 30+30;;;121;16.05.2024;https://shooting.cz/cs/souteze/2024-05-18
18.05.2024;18.05.2024;Z‡pado‹esk‡ liga dorostu - 3.kolo;Klatovy;2. kategorie;Dorostenci st., Dorostenky st.;SM 60, LM 60;;;173;17.05.2024;https://shooting.cz/cs/souteze/2024-05-18-zapadoceska-liga-dorostu-3-kolo-1
19.05.2024;19.05.2024;StÞeleck‡ liga Horn’ Cerekev 2024 - 2.kolo;Horn’ Cerekev;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;19.05.2024;https://shooting.cz/cs/souteze/2024-05-19-strelecka-liga-horni-cerekev-2024-2-kolo
23.05.2024;09.06.2024;European Championships Osijek;Osijek;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny, JunioÞi, Juniorky;SP 30 m’Þen‡, LP 60, RP 2x30, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-23-european-championships-osijek
25.05.2024;25.05.2024;Cena pivovaru ChotìboÞ;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-05-25-cena-pivovaru-chotebor-1
25.05.2024;25.05.2024;ChalupeckŽ mizivky;Praha 9;3. kategorie;Muìi, ìeny, JunioÞi;M-PU-MC(Pu), M-PU-MC(OM);;;134;25.05.2024;https://shooting.cz/cs/souteze/2024-05-25-chalupecke-mizivky-1
25.05.2024;25.05.2024;M‡jov‡ sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, ìeny;SP 30 m’Þen‡;;;121;23.05.2024;https://shooting.cz/cs/souteze/2024-05-25
25.05.2024;26.05.2024;‰eskù poh‡r ml‡deže 2024 2.kolo Karlovy Vary - BÞezov‡;Karlovy Vary - BÞezov‡;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;115;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-cesky-pohar-mladeze-2024-2-kolo-karlovy-vary-brezova
25.05.2024;26.05.2024;‰eskù poh‡r ml‡deže 2024 2.kolo Ostrava;Ostrava - Poruba;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;368;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-klon-klon-cesky-pohar-mladeze-2024-2-kolo-ostrava
26.05.2024;26.05.2024;BuchlovskŽ pÞedovky;Buchlovice;2. kategorie;Muìi;PePiC, PeRe, PePuC, PePuV;;;209;;https://shooting.cz/cs/souteze/2024-05-26-buchlovske-predovky
26.05.2024;26.05.2024;Cena SSK Žï‡r n.S.;VelkŽ MeziÞ’‹’;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;161;;https://shooting.cz/cs/souteze/2024-05-26-cena-ssk-zdar-n-s
26.05.2024;26.05.2024;Kel‹sk‡ liga 2024 - 2.kolo;Kel‹;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-05-26-kelcska-liga-2024-2-kolo-1
26.05.2024;26.05.2024;Memori‡l Miloäe Slaniny 2024;Karvin‡;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st.;LP 60;;;373;26.05.2024;https://shooting.cz/cs/souteze/2024-05-26-memorial-milose-slaniny-2024
31.05.2024;02.06.2024;Oblastn’ stÞeleck‡ liga kule Karvin‡ 2024 - 3. kolo + ‰PM 2024 - 2. kolo (RP 2x30);Karvin‡ - NovŽ Mìsto;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-05-31-oblastni-strelecka-liga-kule-karvina-2024-3-kolo-cpm-2024-2-kolo-rp-2x30-1
31.05.2024;07.06.2024;ISSF World Cup Munich;Mnichov;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny;VzPi 60, SP 30 m’Þen‡, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-02-10-issf-world-cup-granada-clone-911039
01.06.2024;01.06.2024;Jarn’ cena PÞezletic;Ctìnice;2. kategorie;Muìi, ìeny, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;190;;https://shooting.cz/cs/souteze/2024-06-01-jarni-cena-prezletic-1
01.06.2024;01.06.2024;Poh‡r J. Krofty;Praha 9 Hloubìt’n;2. kategorie;Muìi, ìeny;SP 30 m’Þen‡;;;121;30.05.2024;https://shooting.cz/cs/souteze/2024-06-01
01.06.2024;01.06.2024;Pos‡zavsk‡ tÞic’tka Memorial Jaroslava Birndta;Krhanice;3. kategorie;;SP 30 m’Þen‡;;;117;;https://shooting.cz/cs/souteze/2024-06-01-posazavska-tricitka-memorial-jaroslava-birndta-1
01.06.2024;01.06.2024;VC Krhanic;Krhanice;2. kategorie;;StP 3x20;;;117;;https://shooting.cz/cs/souteze/2024-06-01-vc-krhanic-1
01.06.2024;01.06.2024;VC SSK 0311-Most 2024;‰epirohy;2. kategorie;Muìi;PePiC, PeRe, KÞPiC, PePiV, PePuC, PePuV, KÞPuC, KÞPuV;;;311;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-0311-most-2024
01.06.2024;01.06.2024;VC SSK Brniätì;Brniätì ;2. kategorie;Muìi, ìeny, Dorostenci st.;SM 60 ISSF, LM 60 ISSF;;;10;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-brniste-1
02.06.2024;02.06.2024;Lukovsk‡ sportka XV. ro4n9k;Lukov‡ u Lanäkrouna;2. kategorie;Muìi;SP 30+30, VP 30+30;SSKP ORLICE Úst’ nad Orlic’;;262;24.05.2024;https://shooting.cz/cs/souteze/2024-06-02-lukovska-sportka-xv-ro4n9k
02.06.2024;02.06.2024;Memori‡l OldÞicha Gavendy 4. ro‹n’k;Opava;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;;;4;30.05.2024;https://shooting.cz/cs/souteze/2024-06-02-memorial-oldricha-gavendy-4-rocnik
02.06.2024;02.06.2024;StÞeleck‡ liga Horn’ Cerekev 2024 - 3.kolo, Poh‡r AVZO Horn’ Cerekev;Horn’ Cerekev;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;02.06.2024;https://shooting.cz/cs/souteze/2024-06-02-strelecka-liga-horni-cerekev-2024-3-kolo-pohar-avzo-horni-cerekev
07.06.2024;09.06.2024;International Championship of Veterans;PlzeË;1. kategorie, Svìt;Veter‡ni 45 - 54 let, Veter‡ni 65+ let, SH1, ìeny, Veter‡ni;VzPi 40, SP 30+30, SP 30 m’Þen‡, VzPu 40 ISSF;;;15;30.05.2024;https://shooting.cz/cs/souteze/2024-06-07-international-championship-of-veterans
08.06.2024;08.06.2024;‰ervnovŽ stÞ’len’ ;Borek;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Ž‡ci 13 a 14 let, Ž‡ci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleže;;;301;05.06.2024;https://shooting.cz/cs/souteze/2024-06-08-cervnove-strileni-1
08.06.2024;08.06.2024;Dvorsk‡ äance;Dvory;2. kategorie;;VP 30+30;;;37;;https://shooting.cz/cs/souteze/2024-06-08-dvorska-sance
10.06.2024;19.06.2024;ISSF World Cup Lonato;Lonato;repre-tùmy, Sledovanù;Muìi, ìeny;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-02-04-issf-world-cup-shotgun-rabat-clone-216992
14.06.2024;16.06.2024;Kontroln’ sledovanù z‡vod 2024 3.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-sledovany-zavod-2024-3-kolo
14.06.2024;16.06.2024;Kontroln’ z‡vod reprezentace 2024 3.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-zavod-reprezentace-2024-3-kolo
15.06.2024;15.06.2024;Ak‡tov‡ sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, ìeny;SP 30 m’Þen‡;;;121;13.06.2024;https://shooting.cz/cs/souteze/2024-06-15-akatova-sportka-1
15.06.2024;15.06.2024;Boreckù poh‡r 2024 - 2.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-06-15-borecky-pohar-2024-2-kolo-1
15.06.2024;15.06.2024; Memori‡l Fr. Myäky;Dvory;2. kategorie;;SM 60, LM 60;;;37;;https://shooting.cz/cs/souteze/2024-06-15-memorial-fr-mysky
16.06.2024;16.06.2024;Lukovsk‡ kule  XVII. ro‹n’k +  pÞebor PardubickŽho a  Kr‡lovŽhradeckŽho kraje;Lukov‡ u Lanäkrouna;2. kategorie, Kraj;Muìi;PePiC, PeRe, KÞPiC, PePiV, PePuC, PePuV, KÞPuC;SSKP ORLICE Úst’ nad Orlic’;;262;07.06.2024;https://shooting.cz/cs/souteze/2024-06-16-lukovska-kule-xvii-rocnik
21.06.2024;23.06.2024;Oblastn’ stÞeleck‡ liga kule Karvin‡ 2024 - 4. kolo + ‰PM 2024 - 3. kolo (RP 2x30);Karvin‡ - NovŽ Mìsto;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-06-21-oblastni-strelecka-liga-kule-karvina-2024-4-kolo-cpm-2024-3-kolo-rp-2x30-1
22.06.2024;22.06.2024;Letn’ Cena Chaloupek;Praha 9;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;134;;https://shooting.cz/cs/souteze/2024-06-22-letni-cena-chaloupek-1
22.06.2024;22.06.2024; VC SSK+AVZO Semily - HistorickŽ zbranì;Semily;2. kategorie;;PeRe, PeRe50m, KÞPiC, PePiV, PePuV, KÞPuV, Werndl;Michal Saska;;731;05.10.2024;https://shooting.cz/cs/souteze/2024-06-22-vc-ssk-avzo-semily-historicke-zbrane-1
23.06.2024;23.06.2024;VC SSK ProsimžÞice;ProsimžÞice;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vc-ssk-prosimerice
23.06.2024;23.06.2024;Velk‡ cena BystÞice n.P.;BystÞice nad Pernätejnem;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-06-23-velka-cena-bystrice-n-p-1
23.06.2024;23.06.2024;Vrchlabsk‡ libovolka I. a sportka;Vrchlab’;2. kategorie, Pi;Muìi, ìeny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vrchlabska-libovolka-i-a-sportka-1
24.06.2024;27.06.2024;Olympi‡da dìt’ a ml‡deže 2024;‰eskŽ Budìjovice;1. kategorie, Sledovanù;Dorostenci st., Dorostenky st.;VzPi 40, VzPu 40 ISSF;"Kraj Jiho‹eskù;  ‰SS z.s. - Jiho‹eskŽ krajskŽ sdruìen’";;;27.05.2024;https://shooting.cz/cs/souteze/2024-06-24-olympiada-deti-a-mladeze-2024-1
29.06.2024;29.06.2024;Polabskù poh‡r;podìbrady;2. kategorie;;SM 60, LM 60;Kol’n 0348;;32;;https://shooting.cz/cs/souteze/2024-06-29-polabsky-pohar-1
29.06.2024;29.06.2024;VC Buchlovic;Buchlovice;2. kategorie;Muìi, ìeny, JunioÞi;SP 30+30, VP 15+15;;;209;;https://shooting.cz/cs/souteze/2024-06-29-vc-buchlovic-1
29.06.2024;30.06.2024;‰eskù poh‡r ml‡deže 2024 3.kolo Manuäice;Manuäice;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;200;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-manusice
29.06.2024;30.06.2024;‰eskù poh‡r ml‡deže 2024 3.kolo Ostrava;Ostrava - Poruba;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;368;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-ostrava
30.06.2024;30.06.2024;Kel‹sk‡ liga 2024 - 3.kolo, CENA KEL‰E;Kel‹;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-06-30-kelcska-liga-2024-3-kolo-cena-kelce
05.07.2024;05.07.2024;Klatovskù karafi‡t;Klatovy;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., SenioÞi;SP 30+30, LP 60;;;173;04.07.2024;https://shooting.cz/cs/souteze/2024-07-05-klatovsky-karafiat-1
06.07.2024;06.07.2024;59. ro‹n’k VelkŽ ceny mžsta Uherskù Ostroh a 45. Ro‹n’k memori‡lu Stanislava KÞiv‡ka;Uherskù Ostroh;2. kategorie;Muìi;PePiC, PeRe, PeRe50m, KÞPiC, DPi, PePiV, PePuC, PePuV, KÞPuC, DPu, DPuK, KÞPuV, PePuC100m, PePuV100m, KÞPu100;;;210;06.07.2024;https://shooting.cz/cs/souteze/2024-07-06-59-rocnik-velke-ceny-mesta-uhersky-ostroh-a-45-rocnik-memorialu-stanislava-krivaka
06.07.2024;06.07.2024;Velk‡ cena ChotìboÞe;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-06-velka-cena-chotebore-1
09.07.2024;16.07.2024;ISSF Junior World Cup Porpetto;Porpetto;repre-tùmy, Sledovanù, Svìt;JunioÞi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-09-issf-junior-world-cup-porpetto
10.07.2024;14.07.2024;Meeting of the Shooting Hopes 2024;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, Svìt;JunioÞi, Juniorky;VzPi 60, SP 30+30, LP 60, StP 3x20, RP 2x30, VzPu 60 ISSF, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;Sdruìen’ stÞeleckùch klubù mžsta Plznì;;;03.07.2024;https://shooting.cz/cs/souteze/2024-07-10-meeting-of-the-shooting-hopes-2024
20.07.2024;20.07.2024;Poh‡r mžsta ChotìboÞe;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-20-pohar-mesta-chotebore-1
20.07.2024;20.07.2024;Velk‡ cena Batelova;Batelov;2. kategorie;Muìi, ìeny, JunioÞi, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;383;18.07.2024;https://shooting.cz/cs/souteze/2024-07-20-velka-cena-batelova
21.07.2024;21.07.2024;StÞeleck‡ liga Horn’ Cerekev 2024 - 4.kolo;Horn’ Cerekev;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;21.07.2024;https://shooting.cz/cs/souteze/2024-07-21-strelecka-liga-horni-cerekev-2024-4-kolo
26.07.2024;05.08.2024;XXXIII Olympic Games;PaÞ’ž;repre-tùmy, Sledovanù, Svìt;Muìi, ìeny;VzPi 60, SP 30 m’Þen‡, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20, Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-26-xxxiii-olympic-games
27.07.2024;27.07.2024;Boreckù poh‡r 2024 - 3.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-07-27-borecky-pohar-2024-3-kolo-1
27.07.2024;28.07.2024;Potkali se u Kol’na 11.ro‹n’k;Podìbrady;2. kategorie;;SM 3x20, SM 60, LM 3x20, LM 60;SSK DDM Kol’n ‹. 0045;;45;;https://shooting.cz/cs/souteze/2024-07-27-potkali-se-u-kolina-11-rocnik-2
28.07.2024;28.07.2024;Kel‹sk‡ liga 2024 - 4.kolo;Kel‹;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-07-28-kelcska-liga-2024-4-kolo-1
03.08.2024;03.08.2024;Memori‡l Guntera Stoklasy  ,, osmù  RO‰NÍK “;Nov‡ paka;2. kategorie;Muìi;PePiC, PeRe, PePiV, PePuC, PePuV, KÞPuC, Werndl;;;192;03.08.2024;https://shooting.cz/cs/souteze/2024-08-03-memorial-guntera-stoklasy-osmy-rocnik
04.08.2024;04.08.2024;Poh‡r Lobez;PlzeË;2. kategorie;Muìi, ìeny, Dorostenci st., Dorostenky st., SenioÞi;SP 30+30, StP 3x20;;;232;02.08.2024;https://shooting.cz/cs/souteze/2024-08-04-pohar-lobez
10.08.2024;10.08.2024;Boreckù poh‡r 2024 - 4.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-08-10-borecky-pohar-2024-4-kolo-1
10.08.2024;10.08.2024;Memori‡l Josefa Sùse;Sokolov;2. kategorie;Muìi, ìeny, JunioÞi, Dorostenci st., SenioÞi;SP 30+30, StP 3x20;;;258;10.08.2024;https://shooting.cz/cs/souteze/2024-08-10-memorial-josefa-syse
10.08.2024;10.08.2024;Poh‡r mžsta Hlu‹’na;Hlu‹’n;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml., Veter‡ni;SM 3x20, SM 60;;;34;09.08.2024;https://shooting.cz/cs/souteze/2024-08-10-pohar-mesta-hlucina-1
11.08.2024;11.08.2024;Opavskù lež‡k a standard a pÞebor MoravskoslezskŽho kraje;Opava;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;Ostroj Opava;;4;08.08.2024;https://shooting.cz/cs/souteze/2024-08-11-opavsky-lezak-a-standard-a-prebor-moravskoslezskeho-kraje
11.08.2024;11.08.2024;StÞeleck‡ liga Horn’ Cerekev 2024 - 5.kolo;Horn’ Cerekev;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;11.08.2024;https://shooting.cz/cs/souteze/2024-08-11-strelecka-liga-horni-cerekev-2024-5-kolo
17.08.2024;18.08.2024;AkademickŽ mistrovstv’ ‰R 2024;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;VzPi 60, SP 30+30, LP 60, VzPu 60 ISSF, SM 3x20, SM 60, LM 3x20, LM 60 ISSF;‰eskù stÞeleckù svaz;;;17.08.2024;https://shooting.cz/cs/souteze/2024-08-17-akademicke-mistrovstvi-cr-2024
17.08.2024;18.08.2024;‰eskù poh‡r ml‡deže 2024 4.kolo PlzeË spole‹nŽ;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, RP 2x30, VzPu 40 ISSF, SM 3x20, SM 60;‰eskù stÞeleckù svaz;;;05.08.2024;https://shooting.cz/cs/souteze/2024-08-17-cesky-pohar-mladeze-2024-4-kolo-plzen-spolecne
18.08.2024;18.08.2024;Vrchlabsk‡ libovolka II. a sportka;Vrchlab’;2. kategorie, Pi;Muìi, ìeny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;18.08.2024;https://shooting.cz/cs/souteze/2024-08-18-vrchlabska-libovolka-ii-a-sportka-1
23.08.2024;25.08.2024;Kontroln’ sledovanù z‡vod 2024 4.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-sledovany-zavod-2024-4-kolo
23.08.2024;25.08.2024;Kontroln’ z‡vod reprezentace 2024 4.kolo;PlzeË;1. kategorie, ìebÞ’‹ek, Sledovanù, St‡t;Muìi, ìeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-zavod-reprezentace-2024-4-kolo
24.08.2024;24.08.2024;Rychl‡ pistole;Nov‡ paka;3. kategorie;Muìi;StVzPi 3x20;;;192;24.08.2024;https://shooting.cz/cs/souteze/2024-08-24-rychla-pistole
24.08.2024;25.08.2024;VC Podìbrad 2024 - Memori‡l J. Vl‹ka;Podìbrady;2. kategorie;;LM 3x20, LM 60;;;32;;https://shooting.cz/cs/souteze/2024-08-24-vc-podebrad-2024-memorial-j-vlcka-1
30.08.2024;01.09.2024;Oblastn’ stÞeleck‡ liga kule Karvin‡ 2024 - 5. kolo;Karvin‡ - NovŽ Mìsto;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-08-30-oblastni-strelecka-liga-kule-karvina-2024-5-kolo-1
31.08.2024;31.08.2024;Memori‡l Gery a Libora Kùrkovùch;Manuäice;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60;;;200;25.08.2024;https://shooting.cz/cs/souteze/2024-08-31-memorial-gery-a-libora-kurkovych-1
31.08.2024;31.08.2024;Podzimn’ vùstÞel;Horn’ Cerekev;2. kategorie;Muìi, ìeny;SM 60 ISSF, LM 60 ISSF;;;252;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-podzimni-vystrel
31.08.2024;31.08.2024;Posledn’ pr‡zdninovù vùstÞel 23. ro‹n’k a 16. ro‹n’k Memori‡lu Karla Aubuse;Uherskù Ostroh;2. kategorie;Muìi;PePiC, PeRe, PeRe50m, KÞPiC, DPi, PePuC, PePuV, KÞPuC, DPu, PePuC100m, PePuV100m;;;210;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-posledni-prazdninovy-vystrel-23-rocnik-a-16-rocnik-memorialu-karla-aubuse
31.08.2024;31.08.2024;Velk‡ cena SSK ChotìboÞ;ChotìboÞ;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;120;;https://shooting.cz/cs/souteze/2024-08-31-velka-cena-ssk-chotebor-1
01.09.2024;01.09.2024;Memori‡l F.Vobra;BystÞice nad Pernätejnem;2. kategorie;Muìi, ìeny, JunioÞi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-09-01-memorial-f-vobra-1
