DATUM OD;DATUM DO;NAZEV;MESTO;TYP;KATEGORIE;DISCIPLINY;PORADATEL;KLUB;KLUB CISLO;REGISTRACE DO;URL
11.05.2024;11.05.2024;VC Dvor˘;Dvory;2. kategorie;;SP 30+30;;;37;;https://shooting.cz/cs/souteze/2024-05-11-vc-dvoru
11.05.2024;11.05.2024;VC SSK äKODA - dvojzávod;Vrchlabí;2. kategorie, Pi;MuÏi;VP 30+30;;;95;11.05.2024;https://shooting.cz/cs/souteze/2024-05-11-vc-ssk-skoda-dvojzavod
11.05.2024;12.05.2024;Velká cena MedvÏd˘ 6.roãník;PodÏbrady;2. kategorie;;SM 3x20, SM 60, LM 3x20, LM 60;SSK DDM Kolín ã. 0045;;45;;https://shooting.cz/cs/souteze/2024-05-11-velka-cena-medvedu-6-rocnik-1
12.05.2024;12.05.2024;Chocholou‰ská ‰edesátka;Bystﬁice nad Pern‰tejnem;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-05-12-chocholousska-sedesatka-1
12.05.2024;12.05.2024;Májová cena - 32.roãník;Svitavy;2. kategorie;MuÏi, Ïeny;VzPi 60, VzPi 40;SVâ Svitavy;;119;04.05.2024;https://shooting.cz/cs/souteze/2024-05-12-majova-cena-32-rocnik
15.05.2024;27.05.2024;European Championships Lonato;Lonato;repre-t˘my, Sledovan˘, SvÏt;MuÏi, Ïeny, Junioﬁi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-05-15-european-championships-lonato
17.05.2024;19.05.2024;Kontrolní sledovan˘ závod 2024 2.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-sledovany-zavod-2024-2-kolo
17.05.2024;19.05.2024;Kontrolní závod reprezentace 2024 2.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-zavod-reprezentace-2024-2-kolo
18.05.2024;18.05.2024;Velká cena Chaloupek;Praha 9 HloubÏtín;2. kategorie;MuÏi, Ïeny;SP 30+30;;;121;16.05.2024;https://shooting.cz/cs/souteze/2024-05-18
18.05.2024;18.05.2024;Západoãeská liga dorostu - 3.kolo;Klatovy;2. kategorie;Dorostenci st., Dorostenky st.;SM 60, LM 60;;;173;17.05.2024;https://shooting.cz/cs/souteze/2024-05-18-zapadoceska-liga-dorostu-3-kolo-1
19.05.2024;19.05.2024;Stﬁelecká liga Horní Cerekev 2024 - 2.kolo;Horní Cerekev;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;19.05.2024;https://shooting.cz/cs/souteze/2024-05-19-strelecka-liga-horni-cerekev-2024-2-kolo
23.05.2024;09.06.2024;European Championships Osijek;Osijek;repre-t˘my, Sledovan˘, SvÏt;MuÏi, Ïeny, Junioﬁi, Juniorky;SP 30 míﬁená, LP 60, RP 2x30, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-23-european-championships-osijek
25.05.2024;25.05.2024;Cena pivovaru ChotÏboﬁ;ChotÏboﬁ;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-05-25-cena-pivovaru-chotebor-1
25.05.2024;25.05.2024;Chalupecké mizivky;Praha 9;3. kategorie;MuÏi, Ïeny, Junioﬁi;M-PU-MC(Pu), M-PU-MC(OM);;;134;25.05.2024;https://shooting.cz/cs/souteze/2024-05-25-chalupecke-mizivky-1
25.05.2024;25.05.2024;Májová sportka;Praha 9 HloubÏtín;3. kategorie;MuÏi, Ïeny;SP 30 míﬁená;;;121;23.05.2024;https://shooting.cz/cs/souteze/2024-05-25
25.05.2024;26.05.2024;âesk˘ pohár mládeûe 2024 2.kolo Karlovy Vary - Bﬁezová;Karlovy Vary - Bﬁezová;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;115;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-cesky-pohar-mladeze-2024-2-kolo-karlovy-vary-brezova
25.05.2024;26.05.2024;âesk˘ pohár mládeûe 2024 2.kolo Ostrava;Ostrava - Poruba;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;368;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-klon-klon-cesky-pohar-mladeze-2024-2-kolo-ostrava
26.05.2024;26.05.2024;Buchlovské pﬁedovky;Buchlovice;2. kategorie;MuÏi;PePiC, PeRe, PePuC, PePuV;;;209;;https://shooting.cz/cs/souteze/2024-05-26-buchlovske-predovky
26.05.2024;26.05.2024;Cena SSK éÔár n.S.;Velké Meziﬁíãí;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;161;;https://shooting.cz/cs/souteze/2024-05-26-cena-ssk-zdar-n-s
26.05.2024;26.05.2024;Kelãská liga 2024 - 2.kolo;Kelã;2. kategorie;MuÏi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-05-26-kelcska-liga-2024-2-kolo-1
26.05.2024;26.05.2024;Memoriál Milo‰e Slaniny 2024;Karviná;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st.;LP 60;;;373;26.05.2024;https://shooting.cz/cs/souteze/2024-05-26-memorial-milose-slaniny-2024
31.05.2024;02.06.2024;Oblastní stﬁelecká liga kule Karviná 2024 - 3. kolo + âPM 2024 - 2. kolo (RP 2x30);Karviná - Nové MÏsto;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-05-31-oblastni-strelecka-liga-kule-karvina-2024-3-kolo-cpm-2024-2-kolo-rp-2x30-1
31.05.2024;07.06.2024;ISSF World Cup Munich;Mnichov;repre-t˘my, Sledovan˘, SvÏt;MuÏi, Ïeny;VzPi 60, SP 30 míﬁená, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-02-10-issf-world-cup-granada-clone-911039
01.06.2024;01.06.2024;Jarní cena Pﬁezletic;CtÏnice;2. kategorie;MuÏi, Ïeny, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;190;;https://shooting.cz/cs/souteze/2024-06-01-jarni-cena-prezletic-1
01.06.2024;01.06.2024;Pohár J. Krofty;Praha 9 HloubÏtín;2. kategorie;MuÏi, Ïeny;SP 30 míﬁená;;;121;30.05.2024;https://shooting.cz/cs/souteze/2024-06-01
01.06.2024;01.06.2024;Posázavská tﬁicítka Memorial Jaroslava Birndta;Krhanice;3. kategorie;;SP 30 míﬁená;;;117;;https://shooting.cz/cs/souteze/2024-06-01-posazavska-tricitka-memorial-jaroslava-birndta-1
01.06.2024;01.06.2024;VC Krhanic;Krhanice;2. kategorie;;StP 3x20;;;117;;https://shooting.cz/cs/souteze/2024-06-01-vc-krhanic-1
01.06.2024;01.06.2024;VC SSK 0311-Most 2024;âepirohy;2. kategorie;MuÏi;PePiC, PeRe, KﬁPiC, PePiV, PePuC, PePuV, KﬁPuC, KﬁPuV;;;311;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-0311-most-2024
01.06.2024;01.06.2024;VC SSK Brni‰tÏ;Brni‰tÏ ;2. kategorie;MuÏi, Ïeny, Dorostenci st.;SM 60 ISSF, LM 60 ISSF;;;10;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-brniste-1
02.06.2024;02.06.2024;Lukovská sportka XV. ro4n9k;Luková u Lan‰krouna;2. kategorie;MuÏi;SP 30+30, VP 30+30;SSKP ORLICE ⁄stí nad Orlicí;;262;24.05.2024;https://shooting.cz/cs/souteze/2024-06-02-lukovska-sportka-xv-ro4n9k
02.06.2024;02.06.2024;Memoriál Oldﬁicha Gavendy 4. roãník;Opava;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;;;4;30.05.2024;https://shooting.cz/cs/souteze/2024-06-02-memorial-oldricha-gavendy-4-rocnik
02.06.2024;02.06.2024;Stﬁelecká liga Horní Cerekev 2024 - 3.kolo, Pohár AVZO Horní Cerekev;Horní Cerekev;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;02.06.2024;https://shooting.cz/cs/souteze/2024-06-02-strelecka-liga-horni-cerekev-2024-3-kolo-pohar-avzo-horni-cerekev
07.06.2024;09.06.2024;International Championship of Veterans;PlzeÀ;1. kategorie, SvÏt;Veteráni 45 - 54 let, Veteráni 65+ let, SH1, Ïeny, Veteráni;VzPi 40, SP 30+30, SP 30 míﬁená, VzPu 40 ISSF;;;15;30.05.2024;https://shooting.cz/cs/souteze/2024-06-07-international-championship-of-veterans
08.06.2024;08.06.2024;âervnové stﬁílení ;Borek;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., éáci 13 a 14 let, éáci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vleûe;;;301;05.06.2024;https://shooting.cz/cs/souteze/2024-06-08-cervnove-strileni-1
08.06.2024;08.06.2024;Dvorská ‰ance;Dvory;2. kategorie;;VP 30+30;;;37;;https://shooting.cz/cs/souteze/2024-06-08-dvorska-sance
10.06.2024;19.06.2024;ISSF World Cup Lonato;Lonato;repre-t˘my, Sledovan˘;MuÏi, Ïeny;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-02-04-issf-world-cup-shotgun-rabat-clone-216992
14.06.2024;16.06.2024;Kontrolní sledovan˘ závod 2024 3.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-sledovany-zavod-2024-3-kolo
14.06.2024;16.06.2024;Kontrolní závod reprezentace 2024 3.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-zavod-reprezentace-2024-3-kolo
15.06.2024;15.06.2024;Akátová sportka;Praha 9 HloubÏtín;3. kategorie;MuÏi, Ïeny;SP 30 míﬁená;;;121;13.06.2024;https://shooting.cz/cs/souteze/2024-06-15-akatova-sportka-1
15.06.2024;15.06.2024;Boreck˘ pohár 2024 - 2.kolo;Borek;2. kategorie;MuÏi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-06-15-borecky-pohar-2024-2-kolo-1
15.06.2024;15.06.2024; Memoriál Fr. My‰ky;Dvory;2. kategorie;;SM 60, LM 60;;;37;;https://shooting.cz/cs/souteze/2024-06-15-memorial-fr-mysky
16.06.2024;16.06.2024;Lukovská kule  XVII. roãník +  pﬁebor Pardubického a  Královéhradeckého kraje;Luková u Lan‰krouna;2. kategorie, Kraj;MuÏi;PePiC, PeRe, KﬁPiC, PePiV, PePuC, PePuV, KﬁPuC;SSKP ORLICE ⁄stí nad Orlicí;;262;07.06.2024;https://shooting.cz/cs/souteze/2024-06-16-lukovska-kule-xvii-rocnik
21.06.2024;23.06.2024;Oblastní stﬁelecká liga kule Karviná 2024 - 4. kolo + âPM 2024 - 3. kolo (RP 2x30);Karviná - Nové MÏsto;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-06-21-oblastni-strelecka-liga-kule-karvina-2024-4-kolo-cpm-2024-3-kolo-rp-2x30-1
22.06.2024;22.06.2024;Letní Cena Chaloupek;Praha 9;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;134;;https://shooting.cz/cs/souteze/2024-06-22-letni-cena-chaloupek-1
22.06.2024;22.06.2024; VC SSK+AVZO Semily - Historické zbranÏ;Semily;2. kategorie;;PeRe, PeRe50m, KﬁPiC, PePiV, PePuV, KﬁPuV, Werndl;Michal Saska;;731;05.10.2024;https://shooting.cz/cs/souteze/2024-06-22-vc-ssk-avzo-semily-historicke-zbrane-1
23.06.2024;23.06.2024;VC SSK ProsimÏﬁice;ProsimÏﬁice;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vc-ssk-prosimerice
23.06.2024;23.06.2024;Velká cena Bystﬁice n.P.;Bystﬁice nad Pern‰tejnem;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-06-23-velka-cena-bystrice-n-p-1
23.06.2024;23.06.2024;Vrchlabská libovolka I. a sportka;Vrchlabí;2. kategorie, Pi;MuÏi, Ïeny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vrchlabska-libovolka-i-a-sportka-1
24.06.2024;27.06.2024;Olympiáda dÏtí a mládeûe 2024;âeské BudÏjovice;1. kategorie, Sledovan˘;Dorostenci st., Dorostenky st.;VzPi 40, VzPu 40 ISSF;"Kraj Jihoãesk˘;  âSS z.s. - Jihoãeské krajské sdruÏení";;;27.05.2024;https://shooting.cz/cs/souteze/2024-06-24-olympiada-deti-a-mladeze-2024-1
29.06.2024;29.06.2024;Polabsk˘ pohár;podÏbrady;2. kategorie;;SM 60, LM 60;Kolín 0348;;32;;https://shooting.cz/cs/souteze/2024-06-29-polabsky-pohar-1
29.06.2024;29.06.2024;VC Buchlovic;Buchlovice;2. kategorie;MuÏi, Ïeny, Junioﬁi;SP 30+30, VP 15+15;;;209;;https://shooting.cz/cs/souteze/2024-06-29-vc-buchlovic-1
29.06.2024;30.06.2024;âesk˘ pohár mládeûe 2024 3.kolo Manu‰ice;Manu‰ice;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;200;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-manusice
29.06.2024;30.06.2024;âesk˘ pohár mládeûe 2024 3.kolo Ostrava;Ostrava - Poruba;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;368;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-ostrava
30.06.2024;30.06.2024;Kelãská liga 2024 - 3.kolo, CENA KELâE;Kelã;2. kategorie;MuÏi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-06-30-kelcska-liga-2024-3-kolo-cena-kelce
05.07.2024;05.07.2024;Klatovsk˘ karafiát;Klatovy;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Senioﬁi;SP 30+30, LP 60;;;173;04.07.2024;https://shooting.cz/cs/souteze/2024-07-05-klatovsky-karafiat-1
06.07.2024;06.07.2024;59. roãník Velké ceny mÏsta Uhersk˘ Ostroh a 45. Roãník memoriálu Stanislava Kﬁiváka;Uhersk˘ Ostroh;2. kategorie;MuÏi;PePiC, PeRe, PeRe50m, KﬁPiC, DPi, PePiV, PePuC, PePuV, KﬁPuC, DPu, DPuK, KﬁPuV, PePuC100m, PePuV100m, KﬁPu100;;;210;06.07.2024;https://shooting.cz/cs/souteze/2024-07-06-59-rocnik-velke-ceny-mesta-uhersky-ostroh-a-45-rocnik-memorialu-stanislava-krivaka
06.07.2024;06.07.2024;Velká cena ChotÏboﬁe;ChotÏboﬁ;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-06-velka-cena-chotebore-1
09.07.2024;16.07.2024;ISSF Junior World Cup Porpetto;Porpetto;repre-t˘my, Sledovan˘, SvÏt;Junioﬁi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-09-issf-junior-world-cup-porpetto
10.07.2024;14.07.2024;Meeting of the Shooting Hopes 2024;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, SvÏt;Junioﬁi, Juniorky;VzPi 60, SP 30+30, LP 60, StP 3x20, RP 2x30, VzPu 60 ISSF, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;SdruÏení stﬁeleck˘ch klub˘ mÏsta PlznÏ;;;03.07.2024;https://shooting.cz/cs/souteze/2024-07-10-meeting-of-the-shooting-hopes-2024
20.07.2024;20.07.2024;Pohár mÏsta ChotÏboﬁe;ChotÏboﬁ;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-20-pohar-mesta-chotebore-1
20.07.2024;20.07.2024;Velká cena Batelova;Batelov;2. kategorie;MuÏi, Ïeny, Junioﬁi, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;383;18.07.2024;https://shooting.cz/cs/souteze/2024-07-20-velka-cena-batelova
21.07.2024;21.07.2024;Stﬁelecká liga Horní Cerekev 2024 - 4.kolo;Horní Cerekev;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;21.07.2024;https://shooting.cz/cs/souteze/2024-07-21-strelecka-liga-horni-cerekev-2024-4-kolo
26.07.2024;05.08.2024;XXXIII Olympic Games;Paﬁíû;repre-t˘my, Sledovan˘, SvÏt;MuÏi, Ïeny;VzPi 60, SP 30 míﬁená, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20, Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-26-xxxiii-olympic-games
27.07.2024;27.07.2024;Boreck˘ pohár 2024 - 3.kolo;Borek;2. kategorie;MuÏi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-07-27-borecky-pohar-2024-3-kolo-1
27.07.2024;28.07.2024;Potkali se u Kolína 11.roãník;PodÏbrady;2. kategorie;;SM 3x20, SM 60, LM 3x20, LM 60;SSK DDM Kolín ã. 0045;;45;;https://shooting.cz/cs/souteze/2024-07-27-potkali-se-u-kolina-11-rocnik-2
28.07.2024;28.07.2024;Kelãská liga 2024 - 4.kolo;Kelã;2. kategorie;MuÏi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-07-28-kelcska-liga-2024-4-kolo-1
03.08.2024;03.08.2024;Memoriál Guntera Stoklasy  ,, osm˘  ROâNÕK ì;Nová paka;2. kategorie;MuÏi;PePiC, PeRe, PePiV, PePuC, PePuV, KﬁPuC, Werndl;;;192;03.08.2024;https://shooting.cz/cs/souteze/2024-08-03-memorial-guntera-stoklasy-osmy-rocnik
04.08.2024;04.08.2024;Pohár Lobez;PlzeÀ;2. kategorie;MuÏi, Ïeny, Dorostenci st., Dorostenky st., Senioﬁi;SP 30+30, StP 3x20;;;232;02.08.2024;https://shooting.cz/cs/souteze/2024-08-04-pohar-lobez
10.08.2024;10.08.2024;Boreck˘ pohár 2024 - 4.kolo;Borek;2. kategorie;MuÏi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-08-10-borecky-pohar-2024-4-kolo-1
10.08.2024;10.08.2024;Memoriál Josefa S˘se;Sokolov;2. kategorie;MuÏi, Ïeny, Junioﬁi, Dorostenci st., Senioﬁi;SP 30+30, StP 3x20;;;258;10.08.2024;https://shooting.cz/cs/souteze/2024-08-10-memorial-josefa-syse
10.08.2024;10.08.2024;Pohár mÏsta Hluãína;Hluãín;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml., Veteráni;SM 3x20, SM 60;;;34;09.08.2024;https://shooting.cz/cs/souteze/2024-08-10-pohar-mesta-hlucina-1
11.08.2024;11.08.2024;Opavsk˘ leûák a standard a pﬁebor Moravskoslezského kraje;Opava;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;Ostroj Opava;;4;08.08.2024;https://shooting.cz/cs/souteze/2024-08-11-opavsky-lezak-a-standard-a-prebor-moravskoslezskeho-kraje
11.08.2024;11.08.2024;Stﬁelecká liga Horní Cerekev 2024 - 5.kolo;Horní Cerekev;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;11.08.2024;https://shooting.cz/cs/souteze/2024-08-11-strelecka-liga-horni-cerekev-2024-5-kolo
17.08.2024;18.08.2024;Akademické mistrovství âR 2024;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;VzPi 60, SP 30+30, LP 60, VzPu 60 ISSF, SM 3x20, SM 60, LM 3x20, LM 60 ISSF;âesk˘ stﬁeleck˘ svaz;;;17.08.2024;https://shooting.cz/cs/souteze/2024-08-17-akademicke-mistrovstvi-cr-2024
17.08.2024;18.08.2024;âesk˘ pohár mládeûe 2024 4.kolo PlzeÀ spoleãné;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, RP 2x30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;;05.08.2024;https://shooting.cz/cs/souteze/2024-08-17-cesky-pohar-mladeze-2024-4-kolo-plzen-spolecne
18.08.2024;18.08.2024;Vrchlabská libovolka II. a sportka;Vrchlabí;2. kategorie, Pi;MuÏi, Ïeny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;18.08.2024;https://shooting.cz/cs/souteze/2024-08-18-vrchlabska-libovolka-ii-a-sportka-1
23.08.2024;25.08.2024;Kontrolní sledovan˘ závod 2024 4.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-sledovany-zavod-2024-4-kolo
23.08.2024;25.08.2024;Kontrolní závod reprezentace 2024 4.kolo;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;MuÏi, Ïeny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-zavod-reprezentace-2024-4-kolo
24.08.2024;24.08.2024;Rychlá pistole;Nová paka;3. kategorie;MuÏi;StVzPi 3x20;;;192;24.08.2024;https://shooting.cz/cs/souteze/2024-08-24-rychla-pistole
24.08.2024;25.08.2024;VC PodÏbrad 2024 - Memoriál J. Vlãka;PodÏbrady;2. kategorie;;LM 3x20, LM 60;;;32;;https://shooting.cz/cs/souteze/2024-08-24-vc-podebrad-2024-memorial-j-vlcka-1
30.08.2024;01.09.2024;Oblastní stﬁelecká liga kule Karviná 2024 - 5. kolo;Karviná - Nové MÏsto;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-08-30-oblastni-strelecka-liga-kule-karvina-2024-5-kolo-1
31.08.2024;31.08.2024;Memoriál Gery a Libora K˘rkov˘ch;Manu‰ice;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60;;;200;25.08.2024;https://shooting.cz/cs/souteze/2024-08-31-memorial-gery-a-libora-kurkovych-1
31.08.2024;31.08.2024;Podzimní v˘stﬁel;Horní Cerekev;2. kategorie;MuÏi, Ïeny;SM 60 ISSF, LM 60 ISSF;;;252;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-podzimni-vystrel
31.08.2024;31.08.2024;Poslední prázdninov˘ v˘stﬁel 23. roãník a 16. roãník Memoriálu Karla Aubuse;Uhersk˘ Ostroh;2. kategorie;MuÏi;PePiC, PeRe, PeRe50m, KﬁPiC, DPi, PePuC, PePuV, KﬁPuC, DPu, PePuC100m, PePuV100m;;;210;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-posledni-prazdninovy-vystrel-23-rocnik-a-16-rocnik-memorialu-karla-aubuse
31.08.2024;31.08.2024;Velká cena SSK ChotÏboﬁ;ChotÏboﬁ;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;120;;https://shooting.cz/cs/souteze/2024-08-31-velka-cena-ssk-chotebor-1
01.09.2024;01.09.2024;Memoriál F.Vobra;Bystﬁice nad Pern‰tejnem;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-09-01-memorial-f-vobra-1
01.09.2024;01.09.2024;Memoriál Ilka Dlouhého;ProsimÏﬁice;2. kategorie;MuÏi, Ïeny, Junioﬁi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;01.09.2024;https://shooting.cz/cs/souteze/2024-09-01-memorial-ilka-dlouheho
06.09.2024;08.09.2024;âesk˘ pohár mládeûe 2024 finále PlzeÀ;PlzeÀ;1. kategorie, Ïebﬁíãek, Sledovan˘, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, RP 2x30, VzPu 40 ISSF, SM 3x20, SM 60;âesk˘ stﬁeleck˘ svaz;;;26.08.2024;https://shooting.cz/cs/souteze/2024-08-17-klon-cesky-pohar-mladeze-2024-4-kolo-plzen
